instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
275,2011-01-12,1,0,1,10,0,2,1,2,0.1715,0.1876,0.7123,0.368,30,87,117
276,2011-01-12,1,0,1,11,0,2,1,2,0.1804,0.1572,0.6206,0.4211,21,59,80
277,2011-01-12,1,0,1,12,0,2,1,2,0.1544,0.1503,0.6848,0.3736,10,29,39
278,2011-01-12,1,0,1,13,0,2,1,2,0.1776,0.1689,0.6932,0.3983,11,32,43
279,2011-01-12,1,0,1,14,0,2,1,2,0.161,0.1815,0.693,0.3788,26,76,102
280,2011-01-12,1,0,1,15,0,2,1,2,0.1511,0.1679,0.6498,0.3766,40,114,154
281,2011-01-12,1,0,1,16,0,2,1,2,0.1448,0.153,0.6491,0.4008,66,191,257
282,2011-01-12,1,0,1,17,0,2,1,2,0.157,0.1529,0.6496,0.4174,72,208,280
283,2011-01-12,1,0,1,18,0,2,1,2,0.1544,0.1737,0.6366,0.4094,70,201,271
284,2011-01-12,1,0,1,19,0,2,1,2,0.1454,0.149,0.7072,0.3697,53,151,204
285,2011-01-12,1,0,1,20,0,2,1,2,0.1436,0.1725,0.6757,0.3968,22,65,87
286,2011-01-12,1,0,1,21,0,2,1,2,0.1506,0.1647,0.6498,0.4137,9,25,34
287,2011-01-12,1,0,1,22,0,2,1,2,0.1697,0.1831,0.6965,0.3751,3,8,11
288,2011-01-12,1,0,1,23,0,2,1,2,0.1699,0.1806,0.6216,0.4123,1,4,5
289,2011-01-13,1,0,1,0,0,3,1,2,0.1653,0.188,0.4556,0.4554,1,4,5
290,2011-01-13,1,0,1,1,0,3,1,2,0.1549,0.2106,0.3865,0.4216,1,3,4
291,2011-01-13,1,0,1,2,0,3,1,2,0.1714,0.2069,0.4256,0.4476,1,3,4
292,2011-01-13,1,0,1,3,0,3,1,2,0.1594,0.2048,0.4318,0.4224,2,5,7
293,2011-01-13,1,0,1,4,0,3,1,2,0.172,0.2076,0.4207,0.4415,6,21,27
294,2011-01-13,1,0,1,5,0,3,1,2,0.1499,0.2056,0.3907,0.443,15,47,62
295,2011-01-13,1,0,1,6,0,3,1,2,0.1577,0.2102,0.431,0.4453,27,86,113
296,2011-01-13,1,0,1,7,0,3,1,2,0.1733,0.2175,0.3964,0.4345,34,111,145
297,2011-01-13,1,0,1,8,0,3,1,2,0.1465,0.1838,0.389,0.4279,50,160,210
298,2011-01-13,1,0,1,9,0,3,1,2,0.1673,0.2092,0.4062,0.4082,40,129,169
299,2011-01-13,1,0,1,10,0,3,1,2,0.1613,0.2019,0.4802,0.4608,24,76,100
300,2011-01-13,1,0,1,11,0,3,1,2,0.1532,0.1957,0.4131,0.4166,14,46,60
301,2011-01-13,1,0,1,12,0,3,1,2,0.1681,0.2079,0.4371,0.4452,8,26,34
302,2011-01-13,1,0,1,13,0,3,1,2,0.1774,0.1946,0.458,0.4302,11,35,46
303,2011-01-13,1,0,1,14,0,3,1,2,0.1556,0.2029,0.4651,0.4394,23,75,98
304,2011-01-13,1,0,1,15,0,3,1,2,0.1776,0.2185,0.4249,0.4229,37,120,157
305,2011-01-13,1,0,1,16,0,3,1,2,0.1784,0.2017,0.4261,0.431,48,155,203
306,2011-01-13,1,0,1,17,0,3,1,2,0.1826,0.1939,0.433,0.4547,58,187,245
307,2011-01-13,1,0,1,18,0,3,1,2,0.1611,0.197,0.4722,0.4496,52,167,219
308,2011-01-13,1,0,1,19,0,3,1,2,0.172,0.1818,0.4428,0.4089,43,138,181
309,2011-01-13,1,0,1,20,0,3,1,2,0.1769,0.2132,0.4328,0.4203,23,74,97
310,2011-01-13,1,0,1,21,0,3,1,2,0.1711,0.2199,0.445,0.4491,10,31,41
311,2011-01-13,1,0,1,22,0,3,1,2,0.162,0.2103,0.4305,0.4135,3,9,12
312,2011-01-13,1,0,1,23,0,3,1,2,0.1611,0.1975,0.401,0.4541,1,3,4
313,2011-01-14,1,0,1,0,0,4,1,2,0.079,0.1203,0.6612,0.2409,1,3,4
314,2011-01-14,1,0,1,1,0,4,1,2,0.0805,0.0965,0.6777,0.2392,1,4,5
315,2011-01-14,1,0,1,2,0,4,1,2,0.0682,0.0909,0.631,0.2439,1,4,5
316,2011-01-14,1,0,1,3,0,4,1,2,0.0868,0.114,0.6077,0.1955,2,7,9
317,2011-01-14,1,0,1,4,0,4,1,2,0.0861,0.1244,0.6571,0.1954,5,17,22
318,2011-01-14,1,0,1,5,0,4,1,2,0.0706,0.0972,0.6138,0.2084,14,44,58
319,2011-01-14,1,0,1,6,0,4,1,2,0.0936,0.0917,0.6008,0.2126,29,96,125
320,2011-01-14,1,0,1,7,0,4,1,2,0.0672,0.1256,0.6395,0.2266,39,126,165
321,2011-01-14,1,0,1,8,0,4,1,2,0.0601,0.1251,0.6242,0.2293,46,153,199
322,2011-01-14,1,0,1,9,0,4,1,2,0.0627,0.0969,0.6161,0.1851,34,113,147
323,2011-01-14,1,0,1,10,0,4,1,2,0.0614,0.1221,0.6869,0.2427,29,96,125
324,2011-01-14,1,0,1,11,0,4,1,2,0.0776,0.0882,0.633,0.2158,11,38,49
325,2011-01-14,1,0,1,12,0,4,1,2,0.0962,0.1033,0.6677,0.2256,9,32,41
326,2011-01-14,1,0,1,13,0,4,1,2,0.0911,0.106,0.603,0.2394,10,33,43
327,2011-01-14,1,0,1,14,0,4,1,2,0.086,0.0973,0.6458,0.227,20,64,84
328,2011-01-14,1,0,1,15,0,4,1,2,0.0672,0.0894,0.6841,0.2288,33,108,141
329,2011-01-14,1,0,1,16,0,4,1,2,0.0726,0.0887,0.6853,0.2291,55,180,235
330,2011-01-14,1,0,1,17,0,4,1,2,0.0644,0.1203,0.6006,0.2292,60,198,258
331,2011-01-14,1,0,1,18,0,4,1,2,0.0616,0.114,0.6186,0.2375,63,206,269
332,2011-01-14,1,0,1,19,0,4,1,2,0.0875,0.0973,0.6924,0.1962,43,140,183
333,2011-01-14,1,0,1,20,0,4,1,2,0.0862,0.0866,0.6324,0.2062,20,65,85
334,2011-01-14,1,0,1,21,0,4,1,2,0.0583,0.0909,0.6165,0.2015,7,24,31
335,2011-01-14,1,0,1,22,0,4,1,2,0.0579,0.1191,0.664,0.2114,3,10,13
336,2011-01-14,1,0,1,23,0,4,1,2,0.0929,0.1052,0.6224,0.2413,1,3,4
337,2011-01-15,1,0,1,0,0,5,0,1,0.0493,0.0648,0.2432,0.1924,1,1,2
338,2011-01-15,1,0,1,1,0,5,0,1,0.0657,0.0627,0.2837,0.2002,1,1,2
339,2011-01-15,1,0,1,2,0,5,0,1,0.0501,0.053,0.2905,0.2186,1,1,2
340,2011-01-15,1,0,1,3,0,5,0,1,0.0821,0.0638,0.2725,0.1893,1,1,2
341,2011-01-15,1,0,1,4,0,5,0,1,0.0803,0.0713,0.3321,0.2087,1,1,2
342,2011-01-15,1,0,1,5,0,5,0,1,0.0761,0.0437,0.2959,0.2158,1,4,5
343,2011-01-15,1,0,1,6,0,5,0,1,0.069,0.0684,0.2802,0.174,3,8,11
344,2011-01-15,1,0,1,7,0,5,0,1,0.074,0.0542,0.24,0.1732,8,18,26
345,2011-01-15,1,0,1,8,0,5,0,1,0.0698,0.062,0.2984,0.1744,15,34,49
346,2011-01-15,1,0,1,9,0,5,0,1,0.0436,0.0495,0.2825,0.2167,27,61,88
347,2011-01-15,1,0,1,10,0,5,0,1,0.0547,0.0773,0.3138,0.1997,35,79,114
348,2011-01-15,1,0,1,11,0,5,0,1,0.0586,0.0554,0.3356,0.1865,46,105,151
349,2011-01-15,1,0,1,12,0,5,0,1,0.082,0.0612,0.2618,0.2146,53,121,174
350,2011-01-15,1,0,1,13,0,5,0,1,0.0718,0.0779,0.2665,0.197,62,140,202
351,2011-01-15,1,0,1,14,0,5,0,1,0.0545,0.0425,0.3201,0.1822,48,110,158
352,2011-01-15,1,0,1,15,0,5,0,1,0.0657,0.0514,0.2483,0.2128,58,133,191
353,2011-01-15,1,0,1,16,0,5,0,1,0.0537,0.0747,0.3063,0.2042,37,86,123
354,2011-01-15,1,0,1,17,0,5,0,1,0.0645,0.0706,0.3182,0.2077,28,65,93
355,2011-01-15,1,0,1,18,0,5,0,1,0.0613,0.0798,0.2522,0.203,14,32,46
356,2011-01-15,1,0,1,19,0,5,0,1,0.0525,0.0713,0.289,0.1894,9,19,28
357,2011-01-15,1,0,1,20,0,5,0,1,0.0539,0.0748,0.3071,0.1976,5,10,15
358,2011-01-15,1,0,1,21,0,5,0,1,0.0508,0.0607,0.3085,0.2109,2,4,6
359,2011-01-15,1,0,1,22,0,5,0,1,0.0712,0.0544,0.2813,0.1858,1,2,3
360,2011-01-15,1,0,1,23,0,5,0,1,0.0809,0.0569,0.2809,0.2077,1,1,2
361,2011-01-16,1,0,1,0,0,6,0,1,0.1242,0.1378,0.2762,0.4185,1,1,2
362,2011-01-16,1,0,1,1,0,6,0,1,0.1158,0.1329,0.2434,0.3864,1,1,2
363,2011-01-16,1,0,1,2,0,6,0,1,0.1248,0.1253,0.3108,0.4082,1,1,2
364,2011-01-16,1,0,1,3,0,6,0,1,0.1004,0.1104,0.3194,0.3817,1,1,2
365,2011-01-16,1,0,1,4,0,6,0,1,0.1221,0.1302,0.2941,0.4141,1,2,3
366,2011-01-16,1,0,1,5,0,6,0,1,0.1137,0.129,0.3228,0.4359,2,3,5
367,2011-01-16,1,0,1,6,0,6,0,1,0.1016,0.1045,0.3061,0.3854,4,9,13
368,2011-01-16,1,0,1,7,0,6,0,1,0.0964,0.1344,0.325,0.3926,9,21,30
369,2011-01-16,1,0,1,8,0,6,0,1,0.1101,0.1197,0.2797,0.429,19,41,60
370,2011-01-16,1,0,1,9,0,6,0,1,0.1084,0.1375,0.2684,0.3821,28,61,89
371,2011-01-16,1,0,1,10,0,6,0,1,0.1193,0.1146,0.3164,0.4027,46,101,147
372,2011-01-16,1,0,1,11,0,6,0,1,0.1023,0.1284,0.2496,0.3827,51,112,163
373,2011-01-16,1,0,1,12,0,6,0,1,0.1197,0.1331,0.2496,0.4244,73,159,232
374,2011-01-16,1,0,1,13,0,6,0,1,0.1148,0.1092,0.3092,0.4376,61,133,194
375,2011-01-16,1,0,1,14,0,6,0,1,0.0997,0.1049,0.2818,0.3942,59,131,190
376,2011-01-16,1,0,1,15,0,6,0,1,0.1283,0.1407,0.2427,0.4241,55,120,175
377,2011-01-16,1,0,1,16,0,6,0,1,0.1172,0.1237,0.3173,0.3869,37,80,117
378,2011-01-16,1,0,1,17,0,6,0,1,0.0984,0.1048,0.3168,0.4056,30,67,97
379,2011-01-16,1,0,1,18,0,6,0,1,0.1029,0.127,0.2933,0.4118,20,44,64
380,2011-01-16,1,0,1,19,0,6,0,1,0.1282,0.1373,0.3053,0.4403,8,19,27
381,2011-01-16,1,0,1,20,0,6,0,1,0.1141,0.1134,0.2886,0.4013,5,10,15
382,2011-01-16,1,0,1,21,0,6,0,1,0.1096,0.1122,0.3322,0.4284,2,5,7
383,2011-01-16,1,0,1,22,0,6,0,1,0.1046,0.1159,0.3022,0.4179,1,1,2
384,2011-01-16,1,0,1,23,0,6,0,1,0.1078,0.1317,0.312,0.4085,1,2,3
385,2011-01-17,1,0,1,0,0,0,1,1,0.1666,0.1493,0.4611,0.4771,1,2,3
386,2011-01-17,1,0,1,1,0,0,1,1,0.1763,0.1738,0.4653,0.4869,1,3,4
387,2011-01-17,1,0,1,2,0,0,1,1,0.167,0.1429,0.508,0.4748,1,3,4
388,2011-01-17,1,0,1,3,0,0,1,1,0.1789,0.1658,0.4797,0.4905,2,5,7
389,2011-01-17,1,0,1,4,0,0,1,1,0.1962,0.1517,0.5156,0.4809,5,15,20
390,2011-01-17,1,0,1,5,0,0,1,1,0.1812,0.1795,0.5,0.4826,16,45,61
391,2011-01-17,1,0,1,6,0,0,1,1,0.1637,0.1548,0.5233,0.4771,22,59,81
392,2011-01-17,1,0,1,7,0,0,1,1,0.1957,0.1431,0.5541,0.4872,37,99,136
393,2011-01-17,1,0,1,8,0,0,1,1,0.1641,0.1724,0.5229,0.506,38,105,143
394,2011-01-17,1,0,1,9,0,0,1,1,0.1799,0.1438,0.5211,0.5012,39,105,144
395,2011-01-17,1,0,1,10,0,0,1,1,0.1662,0.148,0.5505,0.4829,27,72,99
396,2011-01-17,1,0,1,11,0,0,1,1,0.1741,0.1735,0.4843,0.4494,14,37,51
397,2011-01-17,1,0,1,12,0,0,1,1,0.1637,0.1519,0.5227,0.4911,8,21,29
398,2011-01-17,1,0,1,13,0,0,1,1,0.1603,0.1576,0.4878,0.495,12,32,44
399,2011-01-17,1,0,1,14,0,0,1,1,0.1857,0.1436,0.466,0.4574,21,56,77
400,2011-01-17,1,0,1,15,0,0,1,1,0.1677,0.175,0.4842,0.4574,43,116,159
401,2011-01-17,1,0,1,16,0,0,1,1,0.1722,0.162,0.4646,0.492,63,173,236
402,2011-01-17,1,0,1,17,0,0,1,1,0.1778,0.1531,0.5454,0.4782,54,147,201
403,2011-01-17,1,0,1,18,0,0,1,1,0.182,0.1644,0.492,0.4667,51,137,188
404,2011-01-17,1,0,1,19,0,0,1,1,0.1727,0.1763,0.483,0.4516,42,116,158
405,2011-01-17,1,0,1,20,0,0,1,1,0.1698,0.1481,0.4825,0.4556,23,63,86
406,2011-01-17,1,0,1,21,0,0,1,1,0.1804,0.1563,0.5364,0.4585,10,29,39
407,2011-01-17,1,0,1,22,0,0,1,1,0.1789,0.1495,0.511,0.4992,3,9,12
408,2011-01-17,1,0,1,23,0,0,1,1,0.192,0.1801,0.5039,0.4728,1,3,4
409,2011-01-18,1,0,1,0,0,1,1,1,0.0741,0.0252,0.7668,0.402,1,3,4
410,2011-01-18,1,0,1,1,0,1,1,1,0.0643,0.0623,0.7639,0.4451,1,4,5
411,2011-01-18,1,0,1,2,0,1,1,1,0.0633,0.0345,0.7078,0.4438,1,4,5
412,2011-01-18,1,0,1,3,0,1,1,1,0.0737,0.0252,0.7407,0.4012,2,6,8
413,2011-01-18,1,0,1,4,0,1,1,1,0.0539,0.027,0.7409,0.4198,5,19,24
414,2011-01-18,1,0,1,5,0,1,1,1,0.0621,0.0603,0.755,0.4464,10,33,43
415,2011-01-18,1,0,1,6,0,1,1,1,0.0713,0.0288,0.6994,0.3984,18,64,82
416,2011-01-18,1,0,1,7,0,1,1,1,0.0484,0.0359,0.7004,0.4399,31,107,138
417,2011-01-18,1,0,1,8,0,1,1,1,0.078,0.0278,0.7357,0.4065,30,103,133
418,2011-01-18,1,0,1,9,0,1,1,1,0.047,0.0544,0.7766,0.4501,30,104,134
419,2011-01-18,1,0,1,10,0,1,1,1,0.0714,0.0252,0.7081,0.413,21,71,92
420,2011-01-18,1,0,1,11,0,1,1,1,0.0566,0.0346,0.6932,0.4428,12,40,52
421,2011-01-18,1,0,1,12,0,1,1,1,0.0706,0.0262,0.7811,0.4029,8,27,35
422,2011-01-18,1,0,1,13,0,1,1,1,0.0533,0.0309,0.7555,0.4486,8,28,36
423,2011-01-18,1,0,1,14,0,1,1,1,0.0594,0.0611,0.7349,0.4469,17,59,76
424,2011-01-18,1,0,1,15,0,1,1,1,0.0571,0.0342,0.7341,0.4352,38,131,169
425,2011-01-18,1,0,1,16,0,1,1,1,0.0493,0.0566,0.7201,0.4263,54,186,240
426,2011-01-18,1,0,1,17,0,1,1,1,0.055,0.0462,0.7255,0.4313,63,220,283
427,2011-01-18,1,0,1,18,0,1,1,1,0.0591,0.0298,0.6969,0.4405,58,199,257
428,2011-01-18,1,0,1,19,0,1,1,1,0.0735,0.0406,0.7268,0.3984,38,130,168
429,2011-01-18,1,0,1,20,0,1,1,1,0.0519,0.0565,0.7567,0.398,17,59,76
430,2011-01-18,1,0,1,21,0,1,1,1,0.0661,0.0611,0.7688,0.4065,6,23,29
431,2011-01-18,1,0,1,22,0,1,1,1,0.0577,0.0632,0.7822,0.3987,3,10,13
432,2011-01-18,1,0,1,23,0,1,1,1,0.0743,0.0475,0.781,0.4418,1,4,5
433,2011-01-19,1,0,1,0,0,2,1,1,0.236,0.3079,0.5162,0.5037,1,3,4
434,2011-01-19,1,0,1,1,0,2,1,1,0.2454,0.3046,0.5831,0.5097,1,2,3
435,2011-01-19,1,0,1,2,0,2,1,1,0.2647,0.3003,0.5198,0.5179,1,3,4
436,2011-01-19,1,0,1,3,0,2,1,1,0.2628,0.3013,0.5138,0.4923,2,4,6
437,2011-01-19,1,0,1,4,0,2,1,1,0.249,0.3212,0.5711,0.4861,6,14,20
438,2011-01-19,1,0,1,5,0,2,1,1,0.2722,0.322,0.5225,0.494,12,29,41
439,2011-01-19,1,0,1,6,0,2,1,1,0.2666,0.2902,0.5935,0.5124,27,65,92
440,2011-01-19,1,0,1,7,0,2,1,1,0.2715,0.3221,0.5425,0.5057,33,79,112
441,2011-01-19,1,0,1,8,0,2,1,1,0.2488,0.2889,0.5746,0.5175,52,121,173
442,2011-01-19,1,0,1,9,0,2,1,1,0.2408,0.2984,0.5836,0.5165,37,86,123
443,2011-01-19,1,0,1,10,0,2,1,1,0.27,0.2907,0.5597,0.5045,29,67,96
444,2011-01-19,1,0,1,11,0,2,1,1,0.2658,0.3139,0.5694,0.471,17,39,56
445,2011-01-19,1,0,1,12,0,2,1,1,0.2355,0.2885,0.5328,0.5101,9,22,31
446,2011-01-19,1,0,1,13,0,2,1,1,0.2495,0.3212,0.5076,0.5134,12,28,40
447,2011-01-19,1,0,1,14,0,2,1,1,0.2497,0.3278,0.5144,0.5005,20,47,67
448,2011-01-19,1,0,1,15,0,2,1,1,0.2654,0.3255,0.5786,0.4778,41,96,137
449,2011-01-19,1,0,1,16,0,2,1,1,0.2544,0.3206,0.5487,0.527,59,138,197
450,2011-01-19,1,0,1,17,0,2,1,1,0.2582,0.3204,0.5791,0.489,73,170,243
451,2011-01-19,1,0,1,18,0,2,1,1,0.2594,0.3098,0.5279,0.4946,64,150,214
452,2011-01-19,1,0,1,19,0,2,1,1,0.25,0.3242,0.5907,0.4734,46,107,153
453,2011-01-19,1,0,1,20,0,2,1,1,0.2539,0.3237,0.5877,0.4995,25,57,82
454,2011-01-19,1,0,1,21,0,2,1,1,0.2622,0.3254,0.5786,0.5151,9,23,32
455,2011-01-19,1,0,1,22,0,2,1,1,0.2472,0.3013,0.5046,0.5273,3,6,9
456,2011-01-19,1,0,1,23,0,2,1,1,0.2394,0.3195,0.5836,0.5062,1,2,3
457,2011-01-20,1,0,1,0,0,3,1,1,0.1105,0.1559,0.5079,0.6116,1,2,3
458,2011-01-20,1,0,1,1,0,3,1,1,0.137,0.1559,0.4777,0.611,1,3,4
459,2011-01-20,1,0,1,2,0,3,1,1,0.1193,0.1852,0.5231,0.5697,1,2,3
460,2011-01-20,1,0,1,3,0,3,1,1,0.1276,0.1567,0.4887,0.5753,2,5,7
461,2011-01-20,1,0,1,4,0,3,1,1,0.1358,0.1547,0.5497,0.5844,5,13,18
462,2011-01-20,1,0,1,5,0,3,1,1,0.1353,0.1752,0.5187,0.5811,11,35,46
463,2011-01-20,1,0,1,6,0,3,1,1,0.1312,0.1577,0.546,0.5938,24,73,97
464,2011-01-20,1,0,1,7,0,3,1,1,0.1115,0.1751,0.4611,0.5721,34,102,136
465,2011-01-20,1,0,1,8,0,3,1,1,0.1268,0.1829,0.4576,0.5705,41,122,163
466,2011-01-20,1,0,1,9,0,3,1,1,0.115,0.1752,0.551,0.5718,31,91,122
467,2011-01-20,1,0,1,10,0,3,1,1,0.1343,0.1576,0.4632,0.5874,24,72,96
468,2011-01-20,1,0,1,11,0,3,1,1,0.1194,0.1845,0.4694,0.5818,10,31,41
469,2011-01-20,1,0,1,12,0,3,1,1,0.101,0.1721,0.4929,0.5738,8,23,31
470,2011-01-20,1,0,1,13,0,3,1,1,0.1224,0.1696,0.5207,0.5996,7,21,28
471,2011-01-20,1,0,1,14,0,3,1,1,0.1107,0.1642,0.5521,0.6032,18,55,73
472,2011-01-20,1,0,1,15,0,3,1,1,0.1302,0.169,0.5151,0.5728,35,102,137
473,2011-01-20,1,0,1,16,0,3,1,1,0.12,0.173,0.4902,0.5774,39,115,154
474,2011-01-20,1,0,1,17,0,3,1,1,0.1291,0.1637,0.5302,0.6237,50,148,198
475,2011-01-20,1,0,1,18,0,3,1,1,0.131,0.1707,0.4873,0.5928,38,113,151
476,2011-01-20,1,0,1,19,0,3,1,1,0.1114,0.1517,0.5305,0.5676,35,104,139
477,2011-01-20,1,0,1,20,0,3,1,1,0.1188,0.1674,0.4991,0.6069,15,46,61
478,2011-01-20,1,0,1,21,0,3,1,1,0.1313,0.1688,0.5031,0.5812,9,25,34
479,2011-01-20,1,0,1,22,0,3,1,1,0.1303,0.1888,0.4787,0.5852,2,6,8
480,2011-01-20,1,0,1,23,0,3,1,1,0.1033,0.1792,0.4931,0.5965,1,3,4
481,2011-01-21,1,0,1,0,0,4,1,1,0.1431,0.1243,0.3256,0.3608,1,2,3
482,2011-01-21,1,0,1,1,0,4,1,1,0.1508,0.1141,0.3744,0.3834,1,4,5
483,2011-01-21,1,0,1,2,0,4,1,1,0.1439,0.1231,0.366,0.3419,1,4,5
484,2011-01-21,1,0,1,3,0,4,1,1,0.1421,0.1012,0.3889,0.3813,2,6,8
485,2011-01-21,1,0,1,4,0,4,1,1,0.1194,0.107,0.3163,0.3649,8,18,26
486,2011-01-21,1,0,1,5,0,4,1,1,0.1128,0.1042,0.3631,0.3314,17,40,57
487,2011-01-21,1,0,1,6,0,4,1,1,0.1224,0.1154,0.3692,0.3596,29,69,98
488,2011-01-21,1,0,1,7,0,4,1,1,0.1339,0.0915,0.3023,0.3673,45,104,149
489,2011-01-21,1,0,1,8,0,4,1,1,0.1468,0.0869,0.3088,0.3573,61,143,204
490,2011-01-21,1,0,1,9,0,4,1,1,0.1184,0.0881,0.351,0.3703,47,111,158
491,2011-01-21,1,0,1,10,0,4,1,1,0.1488,0.0865,0.3956,0.3565,30,69,99
492,2011-01-21,1,0,1,11,0,4,1,1,0.1384,0.1068,0.3679,0.367,17,40,57
493,2011-01-21,1,0,1,12,0,4,1,1,0.1506,0.1111,0.3363,0.3849,12,28,40
494,2011-01-21,1,0,1,13,0,4,1,1,0.1136,0.1125,0.3275,0.3759,11,24,35
495,2011-01-21,1,0,1,14,0,4,1,1,0.1518,0.1145,0.3518,0.3618,23,55,78
496,2011-01-21,1,0,1,15,0,4,1,1,0.1306,0.1152,0.3626,0.3772,39,92,131
497,2011-01-21,1,0,1,16,0,4,1,1,0.1422,0.0938,0.3501,0.3846,79,186,265
498,2011-01-21,1,0,1,17,0,4,1,1,0.1158,0.108,0.367,0.3614,68,159,227
499,2011-01-21,1,0,1,18,0,4,1,1,0.1383,0.0999,0.3783,0.3656,80,188,268
500,2011-01-21,1,0,1,19,0,4,1,1,0.115,0.1112,0.3558,0.3338,50,118,168
501,2011-01-21,1,0,1,20,0,4,1,1,0.133,0.0869,0.3016,0.3742,22,52,74
502,2011-01-21,1,0,1,21,0,4,1,1,0.1327,0.1229,0.3067,0.3434,9,20,29
503,2011-01-21,1,0,1,22,0,4,1,1,0.131,0.1086,0.3788,0.3682,3,6,9
504,2011-01-21,1,0,1,23,0,4,1,1,0.126,0.0927,0.3171,0.3599,1,4,5
505,2011-01-22,1,0,1,0,0,5,0,1,0.1707,0.1739,0.3294,0.3392,1,2,3
506,2011-01-22,1,0,1,1,0,5,0,1,0.1593,0.1696,0.3158,0.3588,1,2,3
507,2011-01-22,1,0,1,2,0,5,0,1,0.1986,0.192,0.3556,0.3391,1,1,2
508,2011-01-22,1,0,1,3,0,5,0,1,0.1946,0.1814,0.3274,0.331,1,2,3
509,2011-01-22,1,0,1,4,0,5,0,1,0.169,0.1932,0.3474,0.3599,1,3,4
510,2011-01-22,1,0,1,5,0,5,0,1,0.1616,0.1661,0.3672,0.349,3,6,9
511,2011-01-22,1,0,1,6,0,5,0,1,0.1914,0.1745,0.3787,0.3503,5,13,18
512,2011-01-22,1,0,1,7,0,5,0,1,0.1675,0.1805,0.3461,0.3216,10,25,35
513,2011-01-22,1,0,1,8,0,5,0,1,0.1606,0.1916,0.3199,0.3553,18,45,63
514,2011-01-22,1,0,1,9,0,5,0,1,0.1974,0.1695,0.3266,0.3192,36,88,124
515,2011-01-22,1,0,1,10,0,5,0,1,0.1806,0.1926,0.3889,0.3641,53,131,184
516,2011-01-22,1,0,1,11,0,5,0,1,0.1873,0.1695,0.3663,0.3641,79,194,273
517,2011-01-22,1,0,1,12,0,5,0,1,0.1597,0.1851,0.3339,0.3395,80,196,276
518,2011-01-22,1,0,1,13,0,5,0,1,0.1695,0.1873,0.4012,0.3397,71,173,244
519,2011-01-22,1,0,1,14,0,5,0,1,0.1856,0.1707,0.3673,0.3747,87,213,300
520,2011-01-22,1,0,1,15,0,5,0,1,0.1673,0.1656,0.354,0.3558,68,169,237
521,2011-01-22,1,0,1,16,0,5,0,1,0.1818,0.2016,0.4009,0.343,58,141,199
522,2011-01-22,1,0,1,17,0,5,0,1,0.1953,0.1802,0.3615,0.3394,32,80,112
523,2011-01-22,1,0,1,18,0,5,0,1,0.1616,0.1811,0.3987,0.3471,18,44,62
524,2011-01-22,1,0,1,19,0,5,0,1,0.1747,0.1723,0.4006,0.3502,12,31,43
525,2011-01-22,1,0,1,20,0,5,0,1,0.1742,0.1957,0.3447,0.3745,6,16,22
526,2011-01-22,1,0,1,21,0,5,0,1,0.1786,0.1657,0.3948,0.3189,2,5,7
527,2011-01-22,1,0,1,22,0,5,0,1,0.1671,0.1981,0.3788,0.3168,1,3,4
528,2011-01-22,1,0,1,23,0,5,0,1,0.1683,0.1878,0.3363,0.3239,1,2,3
529,2011-01-23,1,0,1,0,0,6,0,3,0.122,0.1334,0.6595,0.1948,1,1,2
530,2011-01-23,1,0,1,1,0,6,0,3,0.1068,0.1099,0.6719,0.2021,1,1,2
531,2011-01-23,1,0,1,2,0,6,0,3,0.1034,0.1334,0.6616,0.2289,1,1,2
532,2011-01-23,1,0,1,3,0,6,0,3,0.1184,0.1223,0.6152,0.1923,1,1,2
533,2011-01-23,1,0,1,4,0,6,0,3,0.1136,0.1128,0.6804,0.1905,1,1,2
534,2011-01-23,1,0,1,5,0,6,0,3,0.0895,0.1327,0.6855,0.2205,2,3,5
535,2011-01-23,1,0,1,6,0,6,0,3,0.1191,0.1019,0.6642,0.2101,4,8,12
536,2011-01-23,1,0,1,7,0,6,0,3,0.1125,0.1108,0.6202,0.2278,7,14,21
537,2011-01-23,1,0,1,8,0,6,0,3,0.1091,0.123,0.6174,0.181,15,31,46
538,2011-01-23,1,0,1,9,0,6,0,3,0.1224,0.12,0.6893,0.2142,29,58,87
539,2011-01-23,1,0,1,10,0,6,0,3,0.1234,0.1001,0.6465,0.1876,33,65,98
540,2011-01-23,1,0,1,11,0,6,0,3,0.1094,0.1027,0.6674,0.2192,55,111,166
541,2011-01-23,1,0,1,12,0,6,0,3,0.1262,0.1339,0.6599,0.21,61,121,182
542,2011-01-23,1,0,1,13,0,6,0,3,0.1182,0.1158,0.6782,0.2057,53,106,159
543,2011-01-23,1,0,1,14,0,6,0,3,0.0971,0.1034,0.6148,0.1741,72,145,217
544,2011-01-23,1,0,1,15,0,6,0,3,0.0954,0.1122,0.6139,0.1941,49,99,148
545,2011-01-23,1,0,1,16,0,6,0,3,0.1292,0.098,0.6125,0.195,32,65,97
546,2011-01-23,1,0,1,17,0,6,0,3,0.1276,0.1343,0.6396,0.1999,22,44,66
547,2011-01-23,1,0,1,18,0,6,0,3,0.0995,0.1318,0.5978,0.1886,18,37,55
548,2011-01-23,1,0,1,19,0,6,0,3,0.1005,0.1204,0.6469,0.1904,8,17,25
549,2011-01-23,1,0,1,20,0,6,0,3,0.1025,0.1323,0.6455,0.2186,3,7,10
